//CLass,Skill-ID,MaxLV,Prerequisite Skill-ID-1,Prerequisite Skill-ID-1-Lv,PrereqSkill-ID-2,PrereqSkill-ID-2-Lv,PrereqSkill-ID-3,PrereqSkill-ID-3-Lv,PrereqSkill-ID-4,PrereqSkill-ID-4-Lv,PrereqSkill-ID-5,PrereqSkill-ID-5-Lv//CLASS_SKILLNAME#Skill Name#
//

//Bulbasaur
2515,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#
2515,8014,10,0,0,0,0,0,0,0,0,0,0 //STONE_HARDEN#Harden#
2515,8020,10,0,0,0,0,0,0,0,0,0,0 //FLY_GUST#Gust#
2515,8038,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_SLEEPPOWER#Sleep Power#
2515,8026,10,0,0,0,0,0,0,0,0,0,0 //PSY_CONFUSION#Confusion#

//Pidgey
2516,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2516,8020,10,0,0,0,0,0,0,0,0,0,0 //FLY_GUST#Gust#
2516,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2516,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#

//Pidgeotto
2517,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2517,8020,10,0,0,0,0,0,0,0,0,0,0 //FLY_GUST#Gust#
2517,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2517,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#
2517,8021,10,0,0,0,0,0,0,0,0,0,0 //FLY_WINGATTACK#Wing Attack#

//Pidgeot
2518,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2518,8020,10,0,0,0,0,0,0,0,0,0,0 //FLY_GUST#Gust#
2518,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2518,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#
2518,8021,10,0,0,0,0,0,0,0,0,0,0 //FLY_WINGATTACK#Wing Attack#
2518,8022,10,0,0,0,0,0,0,0,0,0,0 //FLY_TORNADO#Tornado#

//Ratata
2519,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2519,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2519,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#

//Raticate
2520,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2520,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2520,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#
2520,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#
2520,8042,10,0,0,0,0,0,0,0,0,0,0 //BUG_TRIPLEBLOW#Triple Blow#

//Spearow
2521,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2521,8020,10,0,0,0,0,0,0,0,0,0,0 //FLY_GUST#Gust#
2521,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2521,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#

//Fearow
2522,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2522,8020,10,0,0,0,0,0,0,0,0,0,0 //FLY_GUST#Gust#
2522,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2522,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#
2522,8021,10,0,0,0,0,0,0,0,0,0,0 //FLY_WINGATTACK#Wing Attack#
2522,8022,10,0,0,0,0,0,0,0,0,0,0 //FLY_TORNADO#Tornado#

//Ekans
2523,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2523,8043,10,0,0,0,0,0,0,0,0,0,0 //POISON_POISONATTACK#Poison Attack#
2523,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#

//Arbok
2524,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2524,8043,10,0,0,0,0,0,0,0,0,0,0 //POISON_POISONATTACK#Poison Attack#
2524,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2524,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#
2524,8035,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_BODYSLAM#Body Slam#

//Pikachu
2525,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2525,8017,10,0,0,0,0,0,0,0,0,0,0 //ELETRIC_THUNDERSHOCK#Thunder Shock#
2525,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2525,8018,10,0,0,0,0,0,0,0,0,0,0 //ELETRIC_THUNDERPUNCH#Thunder Punch#
2525,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#

//Raichu
2526,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2526,8017,10,0,0,0,0,0,0,0,0,0,0 //ELETRIC_THUNDERSHOCK#Thunder Shock#
2526,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2526,8018,10,0,0,0,0,0,0,0,0,0,0 //ELETRIC_THUNDERPUNCH#Thunder Punch#
2526,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#
2526,8019,10,0,0,0,0,0,0,0,0,0,0 //ELETRIC_THUNDERSTORM#Thunder Storm#

//Sandshrew
2527,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2527,8014,10,0,0,0,0,0,0,0,0,0,0 //STONE_HARDEN#Harden#
2527,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2527,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#

//Sandslash
2528,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2528,8014,10,0,0,0,0,0,0,0,0,0,0 //STONE_HARDEN#Harden#
2528,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2528,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#
2528,8033,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_RAGE#Rage#
2528,8003,10,0,0,0,0,0,0,0,0,0,0 //EARTH_EARTHQUAKE#Earth Quake#

//Nidoran
2529,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2529,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2529,8043,10,0,0,0,0,0,0,0,0,0,0 //POISON_POISONATTACK#Poison Attack#

//Nidorina
2530,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2530,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2530,8043,10,0,0,0,0,0,0,0,0,0,0 //POISON_POISONATTACK#Poison Attack#
2530,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#

//Nidoqueen
2531,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2531,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2531,8043,10,0,0,0,0,0,0,0,0,0,0 //POISON_POISONATTACK#Poison Attack#
2531,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#
2531,8033,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_RAGE#Rage#
2531,8044,10,0,0,0,0,0,0,0,0,0,0 //POISON_POISONGAS#Poison Gas#

//Nidoran
2532,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2532,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2532,8043,10,0,0,0,0,0,0,0,0,0,0 //POISON_POISONATTACK#Poison Attack#

//Nidorino
2533,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2533,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2533,8043,10,0,0,0,0,0,0,0,0,0,0 //POISON_POISONATTACK#Poison Attack#
2533,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#

//Nidoking
2534,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2534,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2534,8043,10,0,0,0,0,0,0,0,0,0,0 //POISON_POISONATTACK#Poison Attack#
2534,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#
2534,8033,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_RAGE#Rage#
2534,8037,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_MEGAPUNCH#Mega Punch#

//Clefairy
2535,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2535,8038,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_SLEEPPOWER#Sleep Power#
2535,8010,10,0,0,0,0,0,0,0,0,0,0 //PSY_RECOVER#Recover#

//Clefable
2536,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2536,8038,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_SLEEPPOWER#Sleep Power#
2536,8010,10,0,0,0,0,0,0,0,0,0,0 //PSY_RECOVER#Recover#
2536,8037,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_MEGAPUNCH#Mega Punch#
2536,8002,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEALAREA#Healarea##

//Vulpix
2537,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2537,8001,10,0,0,0,0,0,0,0,0,0,0 //FIRE_EMBER#Ember#
2537,8039,10,0,0,0,0,0,0,0,0,0,0 //FIRE_FLAMETHROW#Flame Throw#

//Ninetales
2538,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2538,8001,10,0,0,0,0,0,0,0,0,0,0 //FIRE_EMBER#Ember#
2538,8039,10,0,0,0,0,0,0,0,0,0,0 //FIRE_FLAMETHROW#Flame Throw#
2538,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#
2538,8004,10,0,0,0,0,0,0,0,0,0,0 //FIRE_MAGMASTORM#Magma Storm#

//Jigglypuff
2539,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2539,8038,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_SLEEPPOWER#Sleep Power#
2539,8010,10,0,0,0,0,0,0,0,0,0,0 //PSY_RECOVER#Recover#

//Wigglytuff
2540,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2540,8038,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_SLEEPPOWER#Sleep Power#
2540,8010,10,0,0,0,0,0,0,0,0,0,0 //PSY_RECOVER#Recover#
2540,8035,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_BODYSLAM#Body Slam#
2540,8002,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEALAREA#Healarea##

//Zubat
2541,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2541,8041,10,0,0,0,0,0,0,0,0,0,0 //BUG_ABSORV#Absorv#

//Golbat
2542,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2542,8038,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_SLEEPPOWER#Sleep Power#
2542,8021,10,0,0,0,0,0,0,0,0,0,0 //FLY_WINGATTACK#Wing Attack#
2542,8042,10,0,0,0,0,0,0,0,0,0,0 //BUG_TRIPLEBLOW#Triple Blow#

//Oddish
2543,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2543,8041,10,0,0,0,0,0,0,0,0,0,0 //BUG_ABSORV#Absorv#
2543,8038,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_SLEEPPOWER#Sleep Power#

//Gloom
2544,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2544,8041,10,0,0,0,0,0,0,0,0,0,0 //BUG_ABSORV#Absorv#
2544,8038,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_SLEEPPOWER#Sleep Power#
2544,8005,10,0,0,0,0,0,0,0,0,0,0 //LEAF_LEAVESDANCE#Leaves Dance#

//Vileplume
2545,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2545,8041,10,0,0,0,0,0,0,0,0,0,0 //BUG_ABSORV#Absorv#
2545,8038,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_SLEEPPOWER#Sleep Power#
2545,8005,10,0,0,0,0,0,0,0,0,0,0 //LEAF_LEAVESDANCE#Leaves Dance#
2545,8044,10,0,0,0,0,0,0,0,0,0,0 //POISON_POISONGAS#Poison Gas#

//Paras
2546,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2546,8041,10,0,0,0,0,0,0,0,0,0,0 //BUG_ABSORV#Absorv#

//Parasect
2547,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2547,8041,10,0,0,0,0,0,0,0,0,0,0 //BUG_ABSORV#Absorv#
2547,8038,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_SLEEPPOWER#Sleep Power#
2547,8042,10,0,0,0,0,0,0,0,0,0,0 //BUG_TRIPLEBLOW#Triple Blow#

//Venonat
2548,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2548,8041,10,0,0,0,0,0,0,0,0,0,0 //BUG_ABSORV#Absorv#
2548,8038,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_SLEEPPOWER#Sleep Power#

//Venomoth
2549,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2549,8041,10,0,0,0,0,0,0,0,0,0,0 //BUG_ABSORV#Absorv#
2549,8038,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_SLEEPPOWER#Sleep Power#
2549,8026,10,0,0,0,0,0,0,0,0,0,0 //PSY_CONFUSION#Confusion#

//Diglet
2550,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2550,8033,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_RAGE#Rage#
2550,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#

//Dugtrio
2551,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2551,8033,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_RAGE#Rage#
2551,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#
2551,8003,10,0,0,0,0,0,0,0,0,0,0 //EARTH_EARTHQUAKE#Earth Quake#

//Meowth
2552,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2552,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2552,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#

//Persian
2553,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2553,8030,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_QUICKATTACK#Quick Attack#
2553,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#
2553,8033,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_RAGE#Rage#
2553,8042,10,0,0,0,0,0,0,0,0,0,0 //BUG_TRIPLEBLOW#Triple Blow#

//Psyduck
2554,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2554,8008,10,0,0,0,0,0,0,0,0,0,0 //WATER_WATERGUN#Water Gun#
2554,8024,10,0,0,0,0,0,0,0,0,0,0 //PSY_PSYBEAM#Psy Beam#

//Golduck
2555,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2555,8008,10,0,0,0,0,0,0,0,0,0,0 //WATER_WATERGUN#Water Gun#
2555,8024,10,0,0,0,0,0,0,0,0,0,0 //PSY_PSYBEAM#Psy Beam#
2555,8026,10,0,0,0,0,0,0,0,0,0,0 //PSY_CONFUSION#Confusion#

//Mankey
2556,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2556,8033,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_RAGE#Rage#
2556,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#

//Primeape
2557,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2557,8033,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_RAGE#Rage#
2557,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#
2557,8032,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_EXTREMEAGILITY#Extreme Agility#
2557,8037,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_MEGAPUNCH#Mega Punch#

//Growlithe
2558,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2558,8001,10,0,0,0,0,0,0,0,0,0,0 //FIRE_EMBER#Ember#
2558,8039,10,0,0,0,0,0,0,0,0,0,0 //FIRE_FLAMETHROW#Flame Throw#

//Arcanine
2559,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2559,8001,10,0,0,0,0,0,0,0,0,0,0 //FIRE_EMBER#Ember#
2559,8039,10,0,0,0,0,0,0,0,0,0,0 //FIRE_FLAMETHROW#Flame Throw#
2559,8033,10,0,0,0,0,0,0,0,0,0,0 //FIGHT_RAGE#Rage#
2559,8016,10,0,0,0,0,0,0,0,0,0,0 //FIRE_METEORFLAME#Meteor Flame#

//Poliwag
2560,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2560,8008,10,0,0,0,0,0,0,0,0,0,0 //WATER_WATERGUN#Water Gun#
2560,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#

//Poliwhirl
2561,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2561,8008,10,0,0,0,0,0,0,0,0,0,0 //WATER_WATERGUN#Water Gun#
2561,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#

//Poliwath
2562,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2562,8008,10,0,0,0,0,0,0,0,0,0,0 //WATER_WATERGUN#Water Gun#
2562,8006,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_HEADBUTT#Headbutt#
2562,8037,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_MEGAPUNCH#Mega Punch#
2562,8009,10,0,0,0,0,0,0,0,0,0,0 //WATER_WATERTORNADO#Water Tornado#

//Abra
2563,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2563,8024,10,0,0,0,0,0,0,0,0,0,0 //PSY_PSYBEAM#Psy Beam#
2563,8010,10,0,0,0,0,0,0,0,0,0,0 //PSY_RECOVER#Recover#
2563,8201,2,0,0,0,0,0,0,0,0,0,0 //AL_TELEPORT#Teleport#

//Kadabra
2564,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2564,8024,10,0,0,0,0,0,0,0,0,0,0 //PSY_PSYBEAM#Psy Beam#
2564,8010,10,0,0,0,0,0,0,0,0,0,0 //PSY_RECOVER#Recover#
2564,8026,10,0,0,0,0,0,0,0,0,0,0 //PSY_CONFUSION#Confusion#
2564,8201,2,0,0,0,0,0,0,0,0,0,0 //AL_TELEPORT#Teleport#

//Alakazam
2565,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
2565,8024,10,0,0,0,0,0,0,0,0,0,0 //PSY_PSYBEAM#Psy Beam#
2565,8010,10,0,0,0,0,0,0,0,0,0,0 //PSY_RECOVER#Recover#
2565,8026,10,0,0,0,0,0,0,0,0,0,0 //PSY_CONFUSION#Confusion#
2565,8027,10,0,0,0,0,0,0,0,0,0,0 //PSY_PSYCHIC#Psychic#
2565,8201,2,0,0,0,0,0,0,0,0,0,0 //AL_TELEPORT#Teleport#

//Machop
2566,8040,10,0,0,0,0,0,0,0,0,0,0 //NORMAL_TACKLE#Tackle#
