
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
//Ñ Agressivo -> 0x81      Agressivo -> 0x85


2527,SANDSHREW,Sandshrew,Sandshrew,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,91,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4002,1000,4038,5000,4139,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,CLEFAIRY,Clefairy,Clefairy,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,80,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4181,500,4137,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,JIGGLYPUFF,Jigglypuff,Jigglypuff,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,80,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4105,500,4137,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,VENONAT,Venonat,Venonat,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,93,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4016,1000,4017,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,DIGLET,Diglet,Diglet,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,91,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4038,5000,4115,500,4139,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,ABRA,Abra,Abra,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,86,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4045,5000,4060,500,4127,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2574,GEODUDE,Geodude,Geodude,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,82,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4168,500,4163,500,4151,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,SEEL,Seel,Seel,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,94,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4083,500,4144,500,4155,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,GASTLY,Gastly,Gastly,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,88,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4013,5000,4060,500,4062,500,4182,500,0,0,0,0,0,0,0,0,0,0,0,0
2604,CUBONE,Cubone,Cubone,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,91,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4011,500,4038,5000,4139,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,EEVEE,Eevee,Eevee,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,80,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4137,10000,4137,10000,4137,10000,4141,5000,4047,5000,4190,5000,0,0,0,0,0,0,0,0
2647,DRATINI,Dratini,Dratini,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,92,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4035,500,4036,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,EXEGGUTER,Exegguter,Exegguter,20,1000,10,12,1,1,50,70,1,1,10,10,10,10,10,2,10,10,0,0,87,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4045,5000,4120,500,4145,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,MEOWTH,Meowth,Meowth,25,1300,10,17,1,1,60,80,1,1,10,10,10,10,10,2,10,10,0,0,80,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4099,500,4137,500,4193,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,MANKEY,Mankey,Mankey,25,1300,10,17,1,1,60,80,1,1,10,10,10,10,10,2,10,10,0,0,90,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4087,500,4208,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,GROWLITHE,Growlithe,Growlithe,25,1300,10,17,1,1,60,80,1,1,10,10,10,10,10,2,10,10,0,0,83,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4047,5000,4059,500,4065,500,4124,500,0,0,0,0,0,0,0,0,0,0,0,0
2572,TENTACOOL,Tentacool,Tentacool,25,1300,10,17,1,1,60,80,1,1,10,10,10,10,10,2,10,10,0,0,81,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4013,7000,4066,500,4138,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,DODUO,Doduo,Doduo,25,1300,10,17,1,1,60,80,1,1,10,10,10,10,10,2,10,10,0,0,80,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4032,500,4172,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,STARYU,Staryu,Staryu,25,1300,10,17,1,1,60,80,1,1,10,10,10,10,10,2,10,10,0,0,81,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4061,1000,4138,500,4190,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2511,METAPOD,Metapod,Metapod,30,1700,10,22,1,1,80,100,1,1,10,10,10,10,10,2,10,10,0,0,93,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              19017,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,KAKUNA,Kakuna,Kakuna,30,1700,10,22,1,1,80,100,1,1,10,10,10,10,10,2,10,10,0,0,93,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              19017,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2596,DROWZEE,Drowzee,Drowzee,30,1700,10,22,1,1,80,100,1,1,10,10,10,10,10,2,10,10,0,0,86,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4045,5000,4060,500,4096,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,RATICATE,Raticate,Raticate,35,2000,10,32,1,1,100,120,1,1,10,10,10,10,10,2,10,10,0,0,80,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4008,10000,4131,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,GOLBAT,Golbat,Golbat,35,2000,10,32,1,1,100,120,1,1,10,10,10,10,10,2,10,10,0,0,85,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4013,7000,4180,1500,4207,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,POLIWHIRL,Poliwhirl,Poliwhirl,35,2000,10,32,1,1,100,120,1,1,10,10,10,10,10,2,10,10,0,0,81,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4152,1000,4190,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,RHYHORN,Rhyhorn,Rhyhorn,35,2000,10,32,1,1,100,120,1,1,10,10,10,10,10,2,10,10,0,0,82,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4038,5000,4077,500,4078,500,4151,10000,4163,1000,0,0,0,0,0,0,0,0,0,0
2638,OMANITE,Omanite,Omanite,35,2000,10,32,1,1,100,120,1,1,10,10,10,10,10,2,10,10,0,0,81,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4076,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,KABUTO,Kabuto,Kabuto,35,2000,10,32,1,1,100,120,1,1,10,10,10,10,10,2,10,10,0,0,82,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4034,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,PIDGEOTTO,Pidgeotto,Pidgeotto,40,2450,10,45,1,1,110,130,1,1,10,10,10,10,10,2,10,10,0,0,84,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4025,500,4049,1000,4172,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,NIDORINA,Nidorina,Nidorina,40,2450,10,45,1,1,110,130,1,1,10,10,10,10,10,2,10,10,0,0,85,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4013,7000,4050,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,NIDORINO,Nidorino,Nidorino,40,2450,10,45,1,1,110,130,1,1,10,10,10,10,10,2,10,10,0,0,85,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4013,7000,4103,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,GLOOM,Gloom,Gloom,40,2450,10,45,1,1,110,130,1,1,10,10,10,10,10,2,10,10,0,0,87,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4003,100,4013,8000,4094,500,4145,5000,0,0,0,0,0,0,0,0,0,0,0,0
2570,WEEPINBELL,Weepinbell,Weepinbell,40,2450,10,45,1,1,110,130,1,1,10,10,10,10,10,2,10,10,0,0,87,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4013,8000,4094,500,4121,1000,4145,5000,0,0,0,0,0,0,0,0,0,0,0,0
2575,GRAVELER,Graveler,Graveler,40,2450,10,45,1,1,110,130,1,1,10,10,10,10,10,2,10,10,0,0,82,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4168,1000,4163,1000,4151,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,TAURUS,Taurus,Taurus,40,2450,10,45,1,1,110,130,1,1,10,10,10,10,10,2,10,10,0,0,80,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4137,1500,4183,1000,4196,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,MAGNETON,Magneton,Magneton,40,2450,10,45,1,1,110,130,1,1,10,10,10,10,10,2,10,10,0,0,89,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4044,1000,4102,1000,4141,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,ELECTRODE,Electrode,Electrode,40,2450,10,45,1,1,110,130,1,1,10,10,10,10,10,2,10,10,0,0,89,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4044,1000,4102,1000,4141,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,IVYSAUR,Ivysaur,Ivysaur,45,2900,10,60,1,1,120,140,1,1,10,10,10,10,10,2,10,10,0,0,87,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4003,800,4013,8000,4019,1000,4094,500,4145,7000,0,0,0,0,0,0,0,0,0,0
2505,CHARMELEON,Charmeleon,Charmeleon,45,2900,10,60,1,1,120,140,1,1,10,10,10,10,10,2,10,10,0,0,83,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4047,7000,4054,1000,4110,1000,4124,1000,0,0,0,0,0,0,0,0,0,0,0,0
2508,WARTORTLE,Wartortle,Wartortle,45,2900,10,60,1,1,120,140,1,1,10,10,10,10,10,2,10,10,0,0,81,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4159,1000,4190,10000,4191,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,KADABRA,Kadabra,Kadabra,45,2900,10,60,1,1,120,140,1,1,10,10,10,10,10,2,10,10,0,0,86,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4045,7000,4060,1000,4127,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,MACHOKE,Machoke,Machoke,45,2900,10,60,1,1,120,140,1,1,10,10,10,10,10,2,10,10,0,0,90,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4006,500,4208,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,HAUNTER,Haunter,Haunter,45,2900,10,60,1,1,120,140,1,1,10,10,10,10,10,2,10,10,0,0,88,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4013,10000,4060,1000,4062,1000,4182,1000,0,0,0,0,0,0,0,0,0,0,0,0
2621,STARMIE,Starmie,Starmie,45,2900,10,60,1,1,120,140,1,1,10,10,10,10,10,2,10,10,0,0,81,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4061,2000,4138,1500,4190,10000,4191,10000,0,0,0,0,0,0,0,0,0,0,0,0
2637,PORYGON,Porygon,Porygon,45,2900,10,60,1,1,120,140,1,1,10,10,10,10,10,2,10,10,0,0,80,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,BUTTERFREE,Butterfree,Butterfree,50,3500,10,75,1,1,140,160,1,1,10,10,10,10,10,2,10,10,0,0,93,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4017,10000,4020,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,BEEDRIL,Beedril,Beedril,50,3500,10,75,1,1,140,160,1,1,10,10,10,10,10,2,10,10,0,0,93,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4005,1500,4013,8000,4017,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,CLEFABLE,Clefable,Clefable,50,3500,10,75,1,1,140,160,1,1,10,10,10,10,10,2,10,10,0,0,80,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4181,1500,4137,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,WIGGLYTUFF,Wigglytuff,Wigglytuff,50,3500,10,75,1,1,140,160,1,1,10,10,10,10,10,2,10,10,0,0,80,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4105,1500,4137,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,PARASECT,Parasect,Parasect,50,3500,10,75,1,1,140,160,1,1,10,10,10,10,10,2,10,10,0,0,93,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4017,10000,4109,1500,4125,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,FARFETHD,Farfethd,Farfethd,50,3500,10,75,1,1,140,160,1,1,10,10,10,10,10,2,10,10,0,0,84,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4048,1000,4049,1000,4172,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,KINGLER,Kingler,Kingler,50,3500,10,75,1,1,140,160,1,1,10,10,10,10,10,2,10,10,0,0,81,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4028,1500,4190,10000,4191,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,LICKTUNG,Licktung,Licktung,50,3500,10,75,1,1,140,160,1,1,10,10,10,10,10,2,10,10,0,0,80,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4179,3000,4137,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614,TANGELA,Tangela,Tangela,50,3500,10,75,1,1,140,160,1,1,10,10,10,10,10,2,10,10,0,0,87,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4010,1000,4145,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,PINSIR,Pinsir,Pinsir,50,3500,10,75,1,1,140,160,1,1,10,10,10,10,10,2,10,10,0,0,93,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4017,10000,4118,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,DITTO,Ditto,Ditto,50,3500,10,75,1,1,140,160,1,1,10,10,10,10,10,2,10,10,0,0,80,0x81,180,1564,864,576,0,0,0,0,0,0,0,0,                              4162,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,ARBOK,Arbok,Arbok,55,3900,10,90,1,1,150,170,1,1,10,10,10,10,10,2,10,10,0,0,85,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4013,10000,4154,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,SANDSLASH,Sandslash,Sandslash,55,3900,10,90,1,1,150,170,1,1,10,10,10,10,10,2,10,10,0,0,91,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4002,1000,4038,10000,4139,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,DUGTRIO,Dugtrio,Dugtrio,55,3900,10,90,1,1,150,170,1,1,10,10,10,10,10,2,10,10,0,0,91,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4038,10000,4115,1500,4139,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,MAROWAK,Marowak,Marowak,55,3900,10,90,1,1,150,170,1,1,10,10,10,10,10,2,10,10,0,0,91,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4011,1500,4038,10000,4139,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,PRIMEAPE,Primeape,Primeape,55,3900,10,90,1,1,150,170,1,1,10,10,10,10,10,2,10,10,0,0,90,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                             4087,1500,4208,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,MUK,Muk,Muk,55,3900,10,90,1,1,150,170,1,1,10,10,10,10,10,2,10,10,0,0,85,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                             4013,10000,4069,1500,4162,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,ONIX,Onix,Onix,55,3900,10,90,1,1,150,170,1,1,10,10,10,10,10,2,10,10,0,0,82,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4038,7000,4112,1000,4163,1000,4151,10000,0,0,0,0,0,0,0,0,0,0,0,0
2610,WEEZING,Weezing,Weezing,55,3900,10,90,1,1,150,170,1,1,10,10,10,10,10,2,10,10,0,0,85,0x85,180,1564,864,576,0,0,0,0,0,0,0,0,                              4013,10000,4188,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
